АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152500017017152,ЧЕМПИОНАТ ЦЕНТРАЛЬНОГО ФЕДЕРАЛЬНОГО ОКРУГА,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-1D, дисциплина F-1D",16.02.2024,19.02.2024,РОССИЯ
"МОСКОВСКАЯ ОБЛАСТЬ, г. Орехово-Зуево",25
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152020021017156,ВСЕРОССИЙСКИЕ СОРЕВНОВАНИЯ,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-1E, дисциплина  F-1Е",16.02.2024,19.02.2024,РОССИЯ
"РЕСПУБЛИКА БАШКОРТОСТАН, г. Уфа",40
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152360017017163,ЧЕМПИОНАТ ЦЕНТРАЛЬНОГО ФЕДЕРАЛЬНОГО ОКРУГА,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-1E, дисциплина F-1Е",23.02.2024,25.02.2024,РОССИЯ
"ВОРОНЕЖСКАЯ ОБЛАСТЬ, г. Воронеж",25
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152580021017165,ВСЕРОССИЙСКИЕ СОРЕВНОВАНИЯ,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-2B, дисциплина  F-2В",23.02.2024,25.02.2024,РОССИЯ
"ПЕНЗЕНСКАЯ ОБЛАСТЬ, г. Пенза",40
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152670017022956,ЧЕМПИОНАТ ЦЕНТРАЛЬНОГО ФЕДЕРАЛЬНОГО ОКРУГА,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-2D, дисциплина F-2D",23.02.2024,26.02.2024,РОССИЯ
"СМОЛЕНСКАЯ ОБЛАСТЬ, г. Смоленск",30
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152640021022918,ВСЕРОССИЙСКИЕ СОРЕВНОВАНИЯ,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-2D, дисциплина  F-2D",22.03.2024,24.03.2024,РОССИЯ
"СМОЛЕНСКАЯ ОБЛАСТЬ, г. Смоленск",30
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,24952152350021022921,ВСЕРОССИЙСКИЕ СОРЕВНОВАНИЯ,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-2D, дисциплина F-2D",29.03.2024,01.04.2024,РОССИЯ
"ВОЛОГОДСКАЯ ОБЛАСТЬ, г. Вологда",60
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152630019022857,ЧЕМПИОНАТ РОССИИ,"женщины, мужчины"
"КЛАСС F-1E, дисциплина F-1E",30.03.2024,01.04.2024,РОССИЯ
"САМАРСКАЯ ОБЛАСТЬ, г. Тольятти",50
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152070020022873,КУБОК РОССИИ - 1 ЭТАП,"женщины, мужчины от 14 лет и старше"
"КЛАСС F-1С, КЛАСС F-1B, КЛАСС F-1A,  дисциплины F-1A, F-1B, F-1С, F-"
1Р,05.04.2024,09.04.2024,РОССИЯ
"КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА, г. Нарткала",60
АВИАМОДЕЛЬНЫЙ СПОРТ,Основной состав,2152070019022858,ЧЕМПИОНАТ РОССИИ,"женщины, мужчины от 12 лет и старше"
